dep_date,rank_in_day,company_id,flight_number,scheduled_departure_airport_code,scheduled_arrival_airport_code,fds,fds_bucket
2025-08-05,301,OO,5230,ORD,CRW,1.9800506066530943,Low
2025-08-05,302,UA,1617,ORD,PHL,1.9800506066530943,Low
2025-08-05,303,G7,4518,ORD,STL,1.9800506066530943,Low
2025-08-05,304,UA,1269,ORD,CLE,1.9800506066530943,Low
2025-08-05,305,UA,291,ORD,BDL,1.9800506066530943,Low
2025-08-05,306,OO,5699,ORD,SAV,1.9800506066530943,Low
2025-08-05,307,UA,2481,ORD,SYR,1.9800506066530943,Low
2025-08-05,308,UA,2243,ORD,RIC,1.9800506066530943,Low
2025-08-05,309,UA,1398,ORD,ATL,1.9800506066530943,Low
2025-08-05,310,UA,1742,ORD,JAX,1.9800506066530943,Low
2025-08-05,311,UA,1363,ORD,LAX,1.9370687194168568,Low
2025-08-05,312,OO,5868,ORD,YWG,1.9359755795449016,Low
2025-08-05,313,G7,4173,ORD,AVL,1.9359755795449016,Low
2025-08-05,314,OO,5360,ORD,MBS,1.9359755795449016,Low
2025-08-05,315,UA,2370,ORD,BOS,1.9359755795449016,Low
2025-08-05,316,OO,5631,ORD,DAY,1.9359755795449016,Low
2025-08-05,317,UA,2661,ORD,LGA,1.9112399313598871,Low
2025-08-05,318,OO,5874,ORD,PIA,1.9112399313598871,Low
2025-08-05,319,G7,4429,ORD,FSD,1.9112399313598871,Low
2025-08-05,320,OO,5435,ORD,BDL,1.8829453270882368,Low
2025-08-05,321,OO,5234,ORD,MKE,1.8829453270882368,Low
2025-08-05,322,YX,3654,ORD,STL,1.8829453270882368,Low
2025-08-05,323,UA,1830,ORD,DSM,1.8829453270882368,Low
2025-08-05,324,G7,4431,ORD,MSN,1.8829453270882368,Low
2025-08-05,325,UA,2652,ORD,RSW,1.8829453270882368,Low
2025-08-05,326,OO,5135,ORD,MCW,1.8829453270882368,Low
2025-08-05,327,UA,1989,ORD,BOS,1.8829453270882368,Low
2025-08-05,328,UA,1198,ORD,CUN,1.864400878548622,Low
2025-08-05,329,OO,5847,ORD,DSM,1.864400878548622,Low
2025-08-05,330,OO,5821,ORD,MKE,1.8385720904916525,Low
2025-08-05,331,OO,5836,ORD,TYS,1.8385720904916525,Low
2025-08-05,332,OO,5038,ORD,PLN,1.8385720904916525,Low
2025-08-05,333,G7,4588,ORD,MDT,1.8385720904916525,Low
2025-08-05,334,OO,5555,ORD,MKE,1.8385720904916525,Low
2025-08-05,335,G7,4380,ORD,SYR,1.824289839714765,Low
2025-08-05,336,UA,2251,ORD,PIT,1.8040087539702652,Low
2025-08-05,337,YX,3603,ORD,CMH,1.8040087539702652,Low
2025-08-05,338,UA,2071,ORD,SAN,1.8027184531092644,Low
2025-08-05,339,G7,4546,ORD,AVP,1.7485950607806444,Low
2025-08-05,340,OO,5695,ORD,ABE,1.7485950607806444,Low
2025-08-05,341,UA,1129,ORD,BOS,1.7485950607806444,Low
2025-08-05,342,UA,2059,ORD,PDX,1.7485950607806444,Low
2025-08-05,343,OO,5810,ORD,PIA,1.7485950607806444,Low
2025-08-05,344,UA,2090,ORD,MIA,1.7485950607806444,Low
2025-08-05,345,UA,791,ORD,DEN,1.7485950607806444,Low
2025-08-05,346,G7,4611,ORD,MDT,1.7485950607806444,Low
2025-08-05,347,OO,5136,ORD,DEC,1.7485950607806444,Low
2025-08-05,348,UA,764,ORD,YYC,1.7485950607806444,Low
2025-08-05,349,UA,1933,ORD,LAS,1.7485950607806444,Low
2025-08-05,350,OO,5260,ORD,FSD,1.7485950607806444,Low
2025-08-05,351,OO,5795,ORD,TUL,1.7485950607806444,Low
2025-08-05,352,UA,307,ORD,COS,1.7485950607806444,Low
2025-08-05,353,UA,2225,ORD,PHX,1.7485950607806444,Low
2025-08-05,354,OO,5021,ORD,SUX,1.7485950607806444,Low
2025-08-05,355,UA,2629,ORD,CLE,1.7485950607806444,Low
2025-08-05,356,G7,4436,ORD,SGF,1.7485950607806444,Low
2025-08-05,357,G7,4389,ORD,CID,1.7485950607806444,Low
2025-08-05,358,UA,752,ORD,DCA,1.7485950607806444,Low
2025-08-05,359,OO,5437,ORD,DLH,1.7485950607806444,Low
2025-08-05,360,OO,5748,ORD,YWG,1.7485950607806444,Low
2025-08-05,361,YX,3571,ORD,IND,1.7485950607806444,Low
2025-08-05,362,G7,4501,ORD,AVP,1.7485950607806444,Low
2025-08-05,363,OO,5337,ORD,ROA,1.7485950607806444,Low
2025-08-05,364,OO,5429,ORD,TYS,1.7485950607806444,Low
2025-08-05,365,UA,1006,ORD,LGA,1.7485950607806444,Low
2025-08-05,366,OO,5833,ORD,DTW,1.7485950607806444,Low
2025-08-05,367,G7,4395,ORD,TVC,1.7485950607806444,Low
2025-08-05,368,YX,3402,ORD,YOW,1.7485950607806444,Low
2025-08-05,369,UA,1335,ORD,BUF,1.7485950607806444,Low
2025-08-05,370,OO,5790,ORD,CRW,1.7485950607806444,Low
2025-08-05,371,UA,2202,ORD,IAH,1.7485950607806444,Low
2025-08-05,372,OO,5538,ORD,HSV,1.7485950607806444,Low
2025-08-05,373,OO,5094,ORD,RHI,1.7313409131020308,Low
2025-08-05,374,G7,4476,ORD,CAE,1.7313409131020308,Low
2025-08-05,375,UA,310,ORD,MCI,1.7313409131020308,Low
2025-08-05,376,YX,3536,ORD,YUL,1.7300506122410295,Low
2025-08-05,377,UA,1599,ORD,DEN,1.7300506122410295,Low
2025-08-05,378,UA,2323,ORD,MCO,1.7300506122410295,Low
2025-08-05,379,YX,3468,ORD,BGR,1.7300506122410295,Low
2025-08-05,380,UA,561,ORD,MCI,1.7300506122410295,Low
2025-08-05,381,G7,4425,ORD,GRR,1.7300506122410295,Low
2025-08-05,382,UA,1643,ORD,SEA,1.6859755851328373,Low
2025-08-05,383,UA,1996,ORD,SJU,1.6612399369478226,Low
2025-08-05,384,UA,1010,ORD,DCA,1.6329453326761725,Low
2025-08-05,385,UA,1387,ORD,SFO,1.6329453326761725,Low
2025-08-05,386,UA,1741,ORD,JAC,1.6329453326761725,Low
2025-08-05,387,UA,2658,ORD,SMF,1.6329453326761725,Low
2025-08-05,388,G7,4484,ORD,AVL,1.6329453326761725,Low
2025-08-05,389,UA,2211,ORD,SEA,1.6071165446192026,Low
2025-08-05,390,UA,533,ORD,OMA,1.6071165446192026,Low
2025-08-05,391,OO,5275,ORD,DLH,1.6071165446192026,Low
2025-08-05,392,UA,468,ORD,IAH,1.6071165446192026,Low
2025-08-05,393,G7,4184,ORD,DAY,1.6071165446192026,Low
2025-08-05,394,OO,5819,ORD,DLH,1.6071165446192026,Low
2025-08-05,395,OO,5448,ORD,FWA,1.6071165446192026,Low
2025-08-05,396,UA,1448,ORD,BUF,1.6071165446192026,Low
2025-08-05,397,YX,3523,ORD,RIC,1.6071165446192026,Low
2025-08-05,398,UA,445,ORD,ANC,1.6071165446192026,Low
2025-08-05,399,OO,5610,ORD,CHO,1.6071165446192026,Low
2025-08-05,400,UA,1776,ORD,PHL,1.6071165446192026,Low
2025-08-05,401,UA,602,ORD,PHX,1.5961595810949802,Low
2025-08-05,402,UA,1324,ORD,SFO,1.4998853672295809,Low
2025-08-05,403,OO,5103,ORD,JLN,1.4998853672295809,Low
2025-08-05,404,UA,1297,ORD,DFW,1.4998853672295809,Low
2025-08-05,405,G7,4426,ORD,BUF,1.4998853672295809,Low
2025-08-05,406,OO,5608,ORD,GRB,1.4998853672295809,Low
2025-08-05,407,OO,5585,ORD,ATW,1.4998853672295809,Low
2025-08-05,408,G7,4517,ORD,SCE,1.4998853672295809,Low
2025-08-05,409,UA,1347,ORD,FLL,1.4998853672295809,Low
2025-08-05,410,UA,1967,ORD,LAX,1.4998853672295809,Low
2025-08-05,411,OO,5474,ORD,MBS,1.49859506636858,Low
2025-08-05,412,OO,5251,ORD,ASE,1.49859506636858,Low
2025-08-05,413,UA,1980,ORD,LGA,1.49859506636858,Low
2025-08-05,414,UA,729,ORD,DFW,1.49859506636858,Low
2025-08-05,415,UA,563,ORD,EWR,1.49859506636858,Low
2025-08-05,416,UA,2280,ORD,MCO,1.49859506636858,Low
2025-08-05,417,YX,3498,ORD,CVG,1.49859506636858,Low
2025-08-05,418,UA,2684,ORD,FCA,1.49859506636858,Low
2025-08-05,419,UA,490,ORD,SAT,1.49859506636858,Low
2025-08-05,420,UA,2385,ORD,MSO,1.49859506636858,Low
2025-08-05,421,UA,1381,ORD,DCA,1.49859506636858,Low
2025-08-05,422,UA,1139,ORD,DSM,1.49859506636858,Low
2025-08-05,423,UA,2609,ORD,SNA,1.49859506636858,Low
2025-08-05,424,UA,1594,ORD,ABQ,1.49859506636858,Low
2025-08-05,425,UA,2099,ORD,IAH,1.49859506636858,Low
2025-08-05,426,UA,2483,ORD,IAH,1.49859506636858,Low
2025-08-05,427,YX,3610,ORD,YQB,1.49859506636858,Low
2025-08-05,428,UA,1659,ORD,CUN,1.49859506636858,Low
2025-08-05,429,UA,411,ORD,DTW,1.49859506636858,Low
2025-08-05,430,OO,5852,ORD,HSV,1.49859506636858,Low
2025-08-05,431,UA,1815,ORD,MSY,1.49859506636858,Low
2025-08-05,432,YX,3568,ORD,YYZ,1.49859506636858,Low
2025-08-05,433,OO,5447,ORD,PVD,1.49859506636858,Low
2025-08-05,434,UA,2195,ORD,BDL,1.49859506636858,Low
2025-08-05,435,UA,1834,ORD,TPA,1.49859506636858,Low
2025-08-05,436,UA,1316,ORD,SRQ,1.49859506636858,Low
2025-08-05,437,UA,1097,ORD,DCA,1.49859506636858,Low
2025-08-05,438,UA,1377,ORD,MYR,1.49859506636858,Low
2025-08-05,439,UA,1205,ORD,EWR,1.49859506636858,Low
2025-08-05,440,UA,2488,ORD,LGA,1.49859506636858,Low
2025-08-05,441,UA,1811,ORD,MSP,1.49859506636858,Low
2025-08-05,442,UA,622,ORD,DEN,1.49859506636858,Low
2025-08-05,443,UA,2337,ORD,IAD,1.49859506636858,Low
2025-08-05,444,UA,2100,ORD,SLC,1.49859506636858,Low
2025-08-05,445,OO,5269,ORD,PIA,1.49859506636858,Low
2025-08-05,446,UA,2201,ORD,MCO,1.49859506636858,Low
2025-08-05,447,UA,1872,ORD,MSP,1.49859506636858,Low
2025-08-05,448,UA,2640,ORD,DCA,1.49859506636858,Low
2025-08-05,449,OO,5225,ORD,MKE,1.49859506636858,Low
2025-08-05,450,UA,2172,ORD,FAI,1.49859506636858,Low
2025-08-05,451,UA,534,ORD,EWR,1.49859506636858,Low
2025-08-05,452,OO,4792,ORD,ROA,1.49859506636858,Low
2025-08-05,453,UA,1740,ORD,RSW,1.4813409186899662,Low
2025-08-05,454,G7,4186,ORD,MLI,1.357116550207138,Low
2025-08-05,455,UA,2092,ORD,LGA,1.357116550207138,Low
2025-08-05,456,UA,275,ORD,RAP,1.357116550207138,Low
2025-08-05,457,UA,2011,ORD,YVR,1.357116550207138,Low
2025-08-05,458,UA,660,ORD,SAN,1.357116550207138,Low
2025-08-05,459,OO,5215,ORD,LNK,1.357116550207138,Low
2025-08-05,460,UA,2254,ORD,PDX,1.357116550207138,Low
2025-08-05,461,OO,5607,ORD,TUS,1.357116550207138,Low
2025-08-05,462,OO,4791,ORD,SBN,1.357116550207138,Low
2025-08-05,463,YX,3694,ORD,ROC,1.357116550207138,Low
2025-08-05,464,UA,247,ORD,OMA,1.357116550207138,Low
2025-08-05,465,YX,3569,ORD,DTW,1.357116550207138,Low
2025-08-05,466,OO,5646,ORD,ATW,1.357116550207138,Low
2025-08-05,467,G7,4554,ORD,GRB,1.357116550207138,Low
2025-08-05,468,UA,2618,ORD,STL,1.357116550207138,Low
2025-08-05,469,G7,4504,ORD,CHA,1.26340881397482,Low
2025-08-05,470,UA,1306,ORD,TPA,1.2498853728175163,Low
2025-08-05,471,UA,1793,ORD,MSP,1.2498853728175163,Low
2025-08-05,472,OO,4809,ORD,ICT,1.2498853728175163,Low
2025-08-05,473,G7,4613,ORD,STL,1.2498853728175163,Low
2025-08-05,474,YX,3641,ORD,GRR,1.2498853728175163,Low
2025-08-05,475,UA,1491,ORD,DFW,1.2498853728175163,Low
2025-08-05,476,YX,3638,ORD,CHS,1.2498853728175163,Low
2025-08-05,477,UA,2414,ORD,BNA,1.2498853728175163,Low
2025-08-05,478,G7,4585,ORD,DAY,1.2498853728175163,Low
2025-08-05,479,G7,4574,ORD,YOW,1.2498853728175163,Low
2025-08-05,480,OO,5729,ORD,FNT,1.2498853728175163,Low
2025-08-05,481,UA,2290,ORD,DFW,1.2498853728175163,Low
2025-08-05,482,UA,2144,ORD,YYZ,1.2498853728175163,Low
2025-08-05,483,G7,4461,ORD,ABE,1.2498853728175163,Low
2025-08-05,484,UA,2683,ORD,SAN,1.2498853728175163,Low
2025-08-05,485,UA,2226,ORD,CLE,1.2498853728175163,Low
2025-08-05,486,OO,5376,ORD,LEX,1.2498853728175163,Low
2025-08-05,487,UA,2039,ORD,MCO,1.2498853728175163,Low
2025-08-05,488,G7,4519,ORD,SCE,1.2498853728175163,Low
2025-08-05,489,UA,2424,ORD,RDU,1.2498853728175163,Low
2025-08-05,490,UA,2378,ORD,LAX,1.1674311477690935,Low
2025-08-05,491,UA,276,ORD,IAD,0.9359756018966436,Low
2025-08-05,492,OO,5118,ORD,PLN,0.9359756018966436,Low
2025-08-05,493,UA,1239,ORD,ROC,0.9359756018966436,Low
2025-08-05,494,G7,4390,ORD,CHA,0.9359756018966436,Low
2025-08-05,495,UA,467,ORD,CMH,0.9359756018966436,Low
2025-08-05,496,G7,4542,ORD,LIT,0.9211409371346236,Low
2025-08-05,497,OO,5469,ORD,SDF,0.8126194588840008,Low
2025-08-05,498,OO,5726,ORD,TYS,0.8126194588840008,Low
2025-08-05,499,UA,224,ORD,BZN,0.8126194588840008,Low
2025-08-05,500,UA,356,ORD,ATL,0.8126194588840008,Low
2025-08-05,501,UA,1421,ORD,FLL,0.6859756074845791,Low
2025-08-05,502,OO,5353,ORD,GRR,0.6859756074845791,Low
2025-08-05,503,OO,5557,ORD,OKC,0.6859756074845791,Low
2025-08-05,504,UA,721,ORD,BOS,0.6859756074845791,Low
2025-08-05,505,G7,4452,ORD,RIC,0.6859756074845791,Low
2025-08-05,506,UA,2862,ORD,IAD,0.6859756074845791,Low
2025-08-05,507,G7,4559,ORD,SDF,0.6859756074845791,Low
2025-08-05,508,G7,4445,ORD,BHM,0.6859756074845791,Low
2025-08-05,509,OO,4780,ORD,CAK,0.6859756074845791,Low
2025-08-05,510,G7,4563,ORD,FSD,0.6859756074845791,Low
2025-08-05,511,UA,1525,ORD,AUS,0.6859756074845791,Low
2025-08-05,512,UA,1082,ORD,PIT,0.6859756074845791,Low
2025-08-05,513,OO,5564,ORD,SBN,0.6859756074845791,Low
2025-08-05,514,UA,1634,ORD,IAD,0.6859756074845791,Low
2025-08-05,515,OO,5358,ORD,CAK,0.6859756074845791,Low
2025-08-05,516,UA,1328,ORD,SMF,0.671140942722559,Low
2025-08-05,517,UA,1775,ORD,FLL,0.671140942722559,Low
2025-08-05,518,UA,1538,ORD,SAV,0.671140942722559,Low
2025-08-05,519,UA,786,ORD,BTV,0.671140942722559,Low
2025-08-05,520,OO,5272,ORD,MSN,0.6656541023403406,Low
2025-08-05,521,UA,1215,ORD,ANC,0.5639097653329372,Low
2025-08-05,522,UA,2653,ORD,RDU,0.5639097653329372,Low
2025-08-05,523,UA,2440,ORD,LAS,0.5639097653329372,Low
2025-08-05,524,UA,1502,ORD,RDU,0.5639097653329372,Low
2025-08-05,525,UA,1785,ORD,EWR,0.5639097653329372,Low
2025-08-05,526,G7,4502,ORD,LEX,0.0,Low
2025-08-05,527,OO,5601,ORD,FNT,0.0,Low
2025-08-05,528,UA,2430,ORD,BNA,0.0,Low
2025-08-06,1,UA,265,ORD,YYZ,99.34210479259492,High
2025-08-06,2,UA,1655,ORD,DCA,99.34210479259492,High
2025-08-06,3,UA,1269,ORD,CLE,99.34210479259492,High
2025-08-06,4,UA,1006,ORD,LGA,99.34210479259492,High
2025-08-06,5,UA,1905,ORD,PIT,99.34210479259492,High
2025-08-06,6,UA,2243,ORD,RIC,99.34210479259492,High
2025-08-06,7,UA,1335,ORD,BUF,99.34210479259492,High
2025-08-06,8,UA,1742,ORD,JAX,99.09016788005827,High
2025-08-06,9,UA,2481,ORD,SYR,99.00875687599182,High
2025-08-06,10,UA,2179,ORD,SFO,98.55329096317293,High
2025-08-06,11,UA,2426,ORD,IAH,98.4388753771782,High
2025-08-06,12,UA,312,ORD,CHS,97.865691781044,High
2025-08-06,13,UA,2155,ORD,LAX,97.4190279841423,High
2025-08-06,14,UA,763,ORD,PWM,97.4190279841423,High
2025-08-06,15,UA,1859,ORD,SNA,97.4190279841423,High
2025-08-06,16,UA,534,ORD,EWR,97.4190279841423,High
2025-08-06,17,UA,695,ORD,SJU,97.4190279841423,High
2025-08-06,18,UA,1398,ORD,ATL,97.4190279841423,High
2025-08-06,19,UA,1967,ORD,LAX,97.4190279841423,High
2025-08-06,20,UA,2202,ORD,IAH,97.4190279841423,High
2025-08-06,21,UA,2008,ORD,MCO,96.99835479259492,High
2025-08-06,22,OO,4789,ORD,FAR,93.24835538864136,High
2025-08-06,23,UA,2488,ORD,LGA,93.24835538864136,High
2025-08-06,24,UA,288,ORD,SNN,93.24835538864136,High
2025-08-06,25,UA,2075,ORD,TPA,91.18037074804306,High
2025-08-06,26,OO,5712,ORD,GSP,91.0261332988739,High
2025-08-06,27,UA,2039,ORD,MCO,90.75969755649568,High
2025-08-06,28,UA,1414,ORD,BOI,88.10946643352509,High
2025-08-06,29,OO,5930,ORD,FAR,86.0414519906044,High
2025-08-06,30,UA,2154,ORD,ROC,83.07692408561707,High
2025-08-06,31,OO,5045,ORD,RHI,82.65559822320938,High
2025-08-06,32,OO,5108,ORD,SLN,82.65559822320938,High
2025-08-06,33,UA,1491,ORD,DFW,82.31652230024338,High
2025-08-06,34,UA,224,ORD,BZN,80.64394071698189,High
2025-08-06,35,UA,1761,ORD,FAT,79.08416911959648,High
2025-08-06,36,UA,1178,ORD,ORF,76.31365805864334,High
2025-08-06,37,OO,5398,ORD,IND,76.09424218535423,High
2025-08-06,38,OO,5593,ORD,MEM,73.19391593337059,High
2025-08-06,39,UA,1583,ORD,BWI,69.92884501814842,High
2025-08-06,40,UA,2113,ORD,FSD,67.6294706761837,High
2025-08-06,41,OO,5121,ORD,FOD,66.89102724194527,High
2025-08-06,42,OO,5140,ORD,CMX,65.51847830414772,Medium
2025-08-06,43,UA,1989,ORD,BOS,65.20002707839012,Medium
2025-08-06,44,UA,972,ORD,BRU,63.81617933511734,Medium
2025-08-06,45,UA,2677,ORD,IAD,61.65708899497986,Medium
2025-08-06,46,OO,5427,ORD,PIA,58.20716395974159,Medium
2025-08-06,47,UA,907,ORD,FRA,56.65708854794502,Medium
2025-08-06,48,UA,533,ORD,OMA,56.22686669230461,Medium
2025-08-06,49,OO,5118,ORD,PLN,54.72374185919762,Medium
2025-08-06,50,UA,1834,ORD,TPA,54.347167164087296,Medium
2025-08-06,51,UA,291,ORD,BDL,52.471533231437206,Medium
2025-08-06,52,UA,987,ORD,CDG,51.19505617767573,Medium
2025-08-06,53,UA,909,ORD,AMS,51.02572422474623,Medium
2025-08-06,54,OO,5499,ORD,SBN,48.83406236767769,Medium
2025-08-06,55,OO,5429,ORD,TYS,48.47145453095436,Medium
2025-08-06,56,UA,953,ORD,MUC,46.7615095898509,Medium
2025-08-06,57,OO,5790,ORD,CRW,46.09059784561396,Medium
2025-08-06,58,OO,5362,ORD,MKE,45.953695476055145,Medium
2025-08-06,59,OO,4636,ORD,SBN,45.27898747473955,Medium
2025-08-06,60,OO,5977,ORD,ICT,44.16859466582537,Medium
2025-08-06,61,OO,5094,ORD,RHI,43.81990525871515,Medium
2025-08-06,62,UA,1710,ORD,SMF,43.14151797443628,Medium
2025-08-06,63,UA,920,ORD,LHR,41.93162489682436,Medium
2025-08-06,64,OO,5526,ORD,ATW,41.63750726729632,Medium
2025-08-06,65,UA,1030,ORD,ABQ,40.08596260100603,Medium
2025-08-06,66,UA,2347,ORD,CLE,40.0073079392314,Medium
2025-08-06,67,UA,1492,ORD,CMH,39.759726636111736,Medium
2025-08-06,68,OO,5219,ORD,GRB,39.6403718739748,Medium
2025-08-06,69,OO,5124,ORD,EAU,38.64601431414485,Medium
2025-08-06,70,G7,4613,ORD,STL,37.20967872068286,Medium
2025-08-06,71,OO,5915,ORD,LNK,37.20967872068286,Medium
2025-08-06,72,OO,5038,ORD,PLN,37.19864655286074,Medium
2025-08-06,73,UA,2138,ORD,LGA,37.06820020452142,Medium
2025-08-06,74,UA,1616,ORD,GRR,36.75114344805479,Medium
2025-08-06,75,OO,5420,ORD,MLI,36.6167931817472,Medium
2025-08-06,76,UA,2133,ORD,EWR,35.85828933864832,Medium
2025-08-06,77,OO,5833,ORD,DTW,34.148539789021015,Medium
2025-08-06,78,UA,944,ORD,FRA,32.01557584106922,Low
2025-08-06,79,UA,118,ORD,EDI,30.578795447945595,Low
2025-08-06,80,OO,5383,ORD,TVC,29.3883603066206,Low
2025-08-06,81,UA,929,ORD,LHR,26.22770555317402,Low
2025-08-06,82,OO,5103,ORD,JLN,24.02419149875641,Low
2025-08-06,83,OO,5352,ORD,CAK,22.04156955704093,Low
2025-08-06,84,UA,3,ORD,ZRH,21.31953574717045,Low
2025-08-06,85,YX,3707,ORD,IND,21.10348893329501,Low
2025-08-06,86,OO,5631,ORD,DAY,20.66589612513781,Low
2025-08-06,87,UA,2147,ORD,ALB,20.591008849442005,Low
2025-08-06,88,UA,2059,ORD,PDX,20.220722071826454,Low
2025-08-06,89,YX,3464,ORD,PIT,20.04688289016485,Low
2025-08-06,90,UA,2005,ORD,TYS,19.539631344377995,Low
2025-08-06,91,UA,1144,ORD,ONT,19.17528621852398,Low
2025-08-06,92,UA,739,ORD,BZN,19.17528621852398,Low
2025-08-06,93,UA,1660,ORD,SFO,19.17528621852398,Low
2025-08-06,94,YX,3433,ORD,CVG,18.69943086057901,Low
2025-08-06,95,UA,793,ORD,DFW,18.692320212721825,Low
2025-08-06,96,OO,6002,ORD,AVL,18.20096932351589,Low
2025-08-06,97,OO,4712,ORD,ELP,17.791438475251198,Low
2025-08-06,98,UA,1301,ORD,ICT,17.791438475251198,Low
2025-08-06,99,OO,5320,ORD,MKE,16.926459595561028,Low
2025-08-06,100,UA,1495,ORD,TVC,16.363108716905117,Low
2025-08-06,101,UA,980,ORD,DUB,15.164222940802574,Low
2025-08-06,102,G7,4468,ORD,LEX,15.13427859172225,Low
2025-08-06,103,UA,1920,ORD,LAS,14.912128262221811,Low
2025-08-06,104,OO,5138,ORD,MGW,14.724747743457556,Low
2025-08-06,105,OO,5555,ORD,MKE,14.724747743457556,Low
2025-08-06,106,UA,1776,ORD,PHL,14.583269227296114,Low
2025-08-06,107,UA,556,ORD,CLT,14.565528929233553,Low
2025-08-06,108,UA,1209,ORD,EWR,14.27930947393179,Low
2025-08-06,109,UA,2137,ORD,SLC,14.180569723248482,Low
2025-08-06,110,UA,2099,ORD,IAH,14.136512903496625,Low
2025-08-06,111,OO,5051,ORD,LAF,13.994119130074978,Low
2025-08-06,112,OO,5624,ORD,LEX,13.907349528744817,Low
2025-08-06,113,UA,1815,ORD,MSY,13.699739892035725,Low
2025-08-06,114,YX,3614,ORD,MCI,13.668160140514374,Low
2025-08-06,115,OO,5250,ORD,BNA,13.643722049891949,Low
2025-08-06,116,UA,1740,ORD,RSW,13.481885567307472,Low
2025-08-06,117,OO,5608,ORD,GRB,13.207989744842052,Low
2025-08-06,118,OO,5225,ORD,MKE,13.105477020144464,Low
2025-08-06,119,G7,4599,ORD,BHM,13.10307439416647,Low
2025-08-06,120,UA,1044,ORD,LAX,13.074211589992046,Low
2025-08-06,121,OO,6004,ORD,SUN,12.849066779017448,Low
2025-08-06,122,UA,1403,ORD,SLC,12.826007045805454,Low
2025-08-06,123,UA,1923,ORD,CID,12.826007045805454,Low
2025-08-06,124,OO,5517,ORD,PVD,12.746464274823666,Low
2025-08-06,125,UA,1068,ORD,IAD,12.64142761938274,Low
2025-08-06,126,UA,970,ORD,FCO,12.567398510873318,Low
2025-08-06,127,UA,2148,ORD,SAT,12.541322968900204,Low
2025-08-06,128,UA,2649,ORD,EWR,12.441392801702024,Low
2025-08-06,129,UA,845,ORD,GRU,12.256813375279307,Low
2025-08-06,130,OO,5026,ORD,JST,12.097532209008932,Low
2025-08-06,131,OO,5314,ORD,LNK,11.90850418061018,Low
2025-08-06,132,YX,3604,ORD,CMH,11.881991010159254,Low
2025-08-06,133,OO,4645,ORD,FWA,11.689858231693506,Low
2025-08-06,134,UA,1659,ORD,CUN,11.686407634988427,Low
2025-08-06,135,OO,4766,ORD,OKC,11.652093939483166,Low
2025-08-06,136,UA,1198,ORD,CUN,11.603881185874345,Low
2025-08-06,137,YX,3525,ORD,YYZ,11.474317032843828,Low
2025-08-06,138,UA,1899,ORD,YYC,11.465219035744669,Low
2025-08-06,139,OO,5474,ORD,MBS,11.280639609321952,Low
2025-08-06,140,UA,2424,ORD,RDU,11.216003727167845,Low
2025-08-06,141,UA,1413,ORD,LGA,11.05754505842924,Low
2025-08-06,142,UA,310,ORD,MCI,10.926118306815624,Low
2025-08-06,143,UA,1580,ORD,YVR,10.872965632006526,Low
2025-08-06,144,OO,5868,ORD,YWG,10.872965632006526,Low
2025-08-06,145,OO,5874,ORD,PIA,10.872965632006526,Low
2025-08-06,146,UA,561,ORD,MCI,10.821384843438864,Low
2025-08-06,147,OO,5131,ORD,CMX,10.66970806568861,Low
2025-08-06,148,UA,912,ORD,KEF,10.65115761011839,Low
2025-08-06,149,OO,5726,ORD,TYS,10.404612869024277,Low
2025-08-06,150,OO,5253,ORD,FCA,10.220033442601562,Low
2025-08-06,151,UA,2483,ORD,IAH,10.220033442601562,Low
2025-08-06,152,UA,2665,ORD,IAH,10.202002106234431,Low
2025-08-06,153,OO,5274,ORD,SBN,10.176593903452158,Low
2025-08-06,154,UA,1363,ORD,LAX,9.768919926136732,Low
2025-08-06,155,G7,4491,ORD,CAE,9.759821929037573,Low
2025-08-06,156,OO,4638,ORD,COS,9.759821929037573,Low
2025-08-06,157,UA,1974,ORD,PWM,9.62921530008316,Low
2025-08-06,158,UA,2329,ORD,DTW,9.62921530008316,Low
2025-08-06,159,UA,2652,ORD,RSW,9.444635873660443,Low
2025-08-06,160,UA,2067,ORD,BOS,9.352147951722143,Low
2025-08-06,161,YX,3551,ORD,SDF,9.322756761685014,Low
2025-08-06,162,UA,1361,ORD,STL,9.263507183641195,Low
2025-08-06,163,UA,2211,ORD,SEA,9.213278023526073,Low
2025-08-06,164,UA,1658,ORD,EWR,9.16756852529943,Low
2025-08-06,165,UA,286,ORD,CLE,9.16756852529943,Low
2025-08-06,166,UA,2225,ORD,PHX,9.16756852529943,Low
2025-08-06,167,UA,2862,ORD,IAD,9.16756852529943,Low
2025-08-06,168,UA,1097,ORD,DCA,9.16756852529943,Low
2025-08-06,169,OO,5100,ORD,DEC,9.16756852529943,Low
2025-08-06,170,OO,5964,ORD,CID,9.16756852529943,Low
2025-08-06,171,UA,1756,ORD,YYZ,8.81105363368988,Low
2025-08-06,172,UA,1657,ORD,LGA,8.81105363368988,Low
2025-08-06,173,UA,416,ORD,MXP,8.79170368425548,Low
2025-08-06,174,OO,5215,ORD,LNK,8.623673114925623,Low
2025-08-06,175,YX,3465,ORD,GSP,8.62309904769063,Low
2025-08-06,176,UA,1113,ORD,ALB,8.53768358938396,Low
2025-08-06,177,UA,938,ORD,LHR,8.514636335894465,Low
2025-08-06,178,UA,1617,ORD,PHL,8.514636335894465,Low
2025-08-06,179,UA,2628,ORD,BNA,8.417568542063236,Low
